"player","mp","team","date"
"Aliyah Boston",24,"IND",2026-06-08
"Kelsey Mitchell",31,"IND",2026-06-08
"Lexie Hull",22,"IND",2026-06-08
"Caitlin Clark",31,"IND",2026-06-08
"Myisha Hines",18,"IND",2026-06-08
"Makayla Timpson",2,"IND",2026-06-08
"Damiris Dantas",12,"IND",2026-06-08
"Sophie Cunningham",23,"IND",2026-06-08
"Tyasha Harris",11,"IND",2026-06-08
"Raven Johnson",7,"IND",2026-06-08
"Grace Van",0,"IND",2026-06-08
"Michaela Onyenwere",24,"WSH",2026-06-08
"Kiki Iriafen",8,"WSH",2026-06-08
"Shakira Austin",34,"WSH",2026-06-08
"Sonia Citron",38,"WSH",2026-06-08
"Georgia Amoore",29,"WSH",2026-06-08
"Angela Dugalic",18,"WSH",2026-06-08
"Lauren Betts",12,"WSH",2026-06-08
"Cotie Mc",22,"WSH",2026-06-08
"Cassandre Prosper",6,"WSH",2026-06-08
"Alicia Florez",9,"WSH",2026-06-08
"Rori Harmon",0,"WSH",2026-06-08
"Lucy Olsen",0,"WSH",2026-06-08
"Jordan Horston",18,"SEA",2026-06-08
"Dominique Malonga",17,"SEA",2026-06-08
"Awa Fam",29,"SEA",2026-06-08
"Natisha Hiedeman",28,"SEA",2026-06-08
"Flau'jae JohnsonF. Johnson#4",24,"SEA",2026-06-08
"Katie Lou",20,"SEA",2026-06-08
"Mackenzie Holmes",12,"SEA",2026-06-08
"Stefanie Dolson",16,"SEA",2026-06-08
"Zia Cooke",13,"SEA",2026-06-08
"Jade Melbourne",23,"SEA",2026-06-08
"Taylor Thierry",0,"SEA",2026-06-08
"Stephanie Talbot",17,"LV",2026-06-08
"NaLyssa Smith",26,"LV",2026-06-08
"A'ja WilsonA. Wilson#22",36,"LV",2026-06-08
"Chelsea Gray",35,"LV",2026-06-08
"Jackie Young",34,"LV",2026-06-08
"Cheyenne Parker",10,"LV",2026-06-08
"Brianna Turner",6,"LV",2026-06-08
"Kierstan Bell",8,"LV",2026-06-08
"Jewell Loyd",28,"LV",2026-06-08
"Janiah Barker",0,"LV",2026-06-08
"Naz Hillmon",38,"ATL",2026-06-09
"Angel Reese",35,"ATL",2026-06-09
"Allisha Gray",35,"ATL",2026-06-09
"Jordin Canada",33,"ATL",2026-06-09
"Rhyne Howard",36,"ATL",2026-06-09
"Sika Kone",1,"ATL",2026-06-09
"Madina Okot",5,"ATL",2026-06-09
"Te-Hina Paopao",7,"ATL",2026-06-09
"Aaliyah Nye",1,"ATL",2026-06-09
"Indya Nivar",0,"ATL",2026-06-09
"Isobel Borlase",10,"ATL",2026-06-09
"Azura Stevens",23,"CHI",2026-06-09
"Kamilla Cardoso",35,"CHI",2026-06-09
"Skylar Diggins",32,"CHI",2026-06-09
"Jacy Sheldon",25,"CHI",2026-06-09
"Gabriela Jaquez",19,"CHI",2026-06-09
"Elizabeth Williams",20,"CHI",2026-06-09
"Natasha Cloud",30,"CHI",2026-06-09
"Rachel Banham",14,"CHI",2026-06-09
"Sydney Taylor",3,"CHI",2026-06-09
"Saylor Poffenbarger",0,"CHI",2026-06-09
"Jessica Shepard",29,"DAL",2026-06-09
"Maddy Siegrist",22,"DAL",2026-06-09
"Arike Ogunbowale",28,"DAL",2026-06-09
"Paige Bueckers",30,"DAL",2026-06-09
"Azzi Fudd",30,"DAL",2026-06-09
"Alysha Clark",14,"DAL",2026-06-09
"Alanna Smith",9,"DAL",2026-06-09
"Li Yueru",6,"DAL",2026-06-09
"Aziaha James",16,"DAL",2026-06-09
"JJ QuinerlyJ. Quinerly#11",10,"DAL",2026-06-09
"Costanza Verona",6,"DAL",2026-06-09
"Natasha Howard",29,"MIN",2026-06-09
"Nia Coffey",25,"MIN",2026-06-09
"Kayla Mc",30,"MIN",2026-06-09
"Courtney Williams",31,"MIN",2026-06-09
"Olivia Miles",31,"MIN",2026-06-09
"Antonia Delaere",14,"MIN",2026-06-09
"Anastasiia Olairi",20,"MIN",2026-06-09
"Teaira Mc",6,"MIN",2026-06-09
"Maya Caldwell",15,"MIN",2026-06-09
"Alyssa Thomas",32,"PHX",2026-06-09
"Natasha Mack",25,"PHX",2026-06-09
"Noemie Brochant",29,"PHX",2026-06-09
"Kahleah Copper",26,"PHX",2026-06-09
"Monique Akoa",32,"PHX",2026-06-09
"DeWanna Bonner",28,"PHX",2026-06-09
"Jovana Nogic",9,"PHX",2026-06-09
"Lexi Held",15,"PHX",2026-06-09
"Quionche Carter",3,"PHX",2026-06-09
"Valeriane Ayayi",0,"PHX",2026-06-09
"Kyara Linskens",0,"PHX",2026-06-09
"Kayla Thornton",35,"GS",2026-06-09
"Gabby Williams",30,"GS",2026-06-09
"Cecilia Zandalasini",17,"GS",2026-06-09
"Kiah Stokes",20,"GS",2026-06-09
"Veronica Burton",37,"GS",2026-06-09
"Janelle Salaun",25,"GS",2026-06-09
"Tiffany Hayes",13,"GS",2026-06-09
"Kaila Charles",20,"GS",2026-06-09
"Kaitlyn Chen",3,"GS",2026-06-09
"Laeticia Amihere",0,"GS",2026-06-09
"Nadia Fingall",0,"GS",2026-06-09
"Juste Jocyte",0,"GS",2026-06-09
"Aaliyah Edwards",30,"CON",2026-06-10
"Diamond Miller",30,"CON",2026-06-10
"Olivia Nelson",29,"CON",2026-06-10
"Saniya Rivers",35,"CON",2026-06-10
"Leila Lacan",32,"CON",2026-06-10
"Raegan Beers",9,"CON",2026-06-10
"Nell Angloma",11,"CON",2026-06-10
"Kennedy Burke",29,"CON",2026-06-10
"Charlisse Leger",18,"CON",2026-06-10
"Gianna Kneepkens",0,"CON",2026-06-10
"Nyara Sabally",27,"TOR",2026-06-10
"Laura Juskaite",33,"TOR",2026-06-10
"Brittney Sykes",36,"TOR",2026-06-10
"Marina Mabrey",30,"TOR",2026-06-10
"Julie Allemand",32,"TOR",2026-06-10
"Isabelle Harrison",12,"TOR",2026-06-10
"Maria Conde",13,"TOR",2026-06-10
"Teonni Key",8,"TOR",2026-06-10
"Kia Nurse",3,"TOR",2026-06-10
"Tima Pouye",7,"TOR",2026-06-10
"Nneka Ogwumike",33,"LA",2026-06-10
"Dearica Hamby",28,"LA",2026-06-10
"Erica Wheeler",26,"LA",2026-06-10
"Kelsey Plum",33,"LA",2026-06-10
"Ariel Atkins",25,"LA",2026-06-10
"Cameron Brink",18,"LA",2026-06-10
"Jihyun Park",2,"LA",2026-06-10
"Rae Burrell",27,"LA",2026-06-10
"Chance Gray",7,"LA",2026-06-10
"Emma Cannon",0,"LA",2026-06-10
"Sania Feagin",0,"LA",2026-06-10
"Ta'Niya Latson",0,"LA",2026-06-10
"Jordan Horston",26,"SEA",2026-06-10
"Dominique Malonga",24,"SEA",2026-06-10
"Awa Fam",30,"SEA",2026-06-10
"Natisha Hiedeman",29,"SEA",2026-06-10
"Flau'jae JohnsonF. Johnson#4",30,"SEA",2026-06-10
"Katie Lou",9,"SEA",2026-06-10
"Mackenzie Holmes",7,"SEA",2026-06-10
"Stefanie Dolson",19,"SEA",2026-06-10
"Zia Cooke",10,"SEA",2026-06-10
"Jade Melbourne",16,"SEA",2026-06-10
"Taylor Thierry",0,"SEA",2026-06-10
"Azura Stevens",26,"CHI",2026-06-11
"Kamilla Cardoso",21,"CHI",2026-06-11
"Skylar Diggins",32,"CHI",2026-06-11
"Jacy Sheldon",26,"CHI",2026-06-11
"Gabriela Jaquez",22,"CHI",2026-06-11
"Elizabeth Williams",24,"CHI",2026-06-11
"Natasha Cloud",34,"CHI",2026-06-11
"Rachel Banham",5,"CHI",2026-06-11
"Aicha Coulibaly",15,"CHI",2026-06-11
"Sydney Taylor",21,"CHI",2026-06-11
"Saylor Poffenbarger",0,"CHI",2026-06-11
"Monique Billings",9,"IND",2026-06-11
"Aliyah Boston",28,"IND",2026-06-11
"Kelsey Mitchell",35,"IND",2026-06-11
"Lexie Hull",28,"IND",2026-06-11
"Caitlin Clark",36,"IND",2026-06-11
"Myisha Hines",20,"IND",2026-06-11
"Makayla Timpson",18,"IND",2026-06-11
"Damiris Dantas",4,"IND",2026-06-11
"Tyasha Harris",10,"IND",2026-06-11
"Raven Johnson",12,"IND",2026-06-11
"Grace Van",0,"IND",2026-06-11
"Bree Hall",0,"IND",2026-06-11
"Breanna Stewart",35,"NY",2026-06-11
"Leonie Fiebich",27,"NY",2026-06-11
"Jonquel Jones",26,"NY",2026-06-11
"Marine Johannes",22,"NY",2026-06-11
"Pauline Astier",26,"NY",2026-06-11
"Satou Sabally",17,"NY",2026-06-11
"Raquel Carrera",8,"NY",2026-06-11
"Han Xu",7,"NY",2026-06-11
"Rebekah Gardner",13,"NY",2026-06-11
"Betnijah Laney",14,"NY",2026-06-11
"Marine Fauthoux",5,"NY",2026-06-11
"Rebecca Allen",0,"NY",2026-06-11
"Naz Hillmon",30,"ATL",2026-06-11
"Angel Reese",33,"ATL",2026-06-11
"Allisha Gray",31,"ATL",2026-06-11
"Jordin Canada",29,"ATL",2026-06-11
"Rhyne Howard",36,"ATL",2026-06-11
"Sika Kone",3,"ATL",2026-06-11
"Madina Okot",7,"ATL",2026-06-11
"Te-Hina Paopao",11,"ATL",2026-06-11
"Aaliyah Nye",1,"ATL",2026-06-11
"Indya Nivar",1,"ATL",2026-06-11
"Isobel Borlase",19,"ATL",2026-06-11
"Alyssa Thomas",32,"PHX",2026-06-11
"Natasha Mack",22,"PHX",2026-06-11
"Noemie Brochant",22,"PHX",2026-06-11
"Kahleah Copper",29,"PHX",2026-06-11
"Monique Akoa",24,"PHX",2026-06-11
"DeWanna Bonner",29,"PHX",2026-06-11
"Jovana Nogic",16,"PHX",2026-06-11
"Lexi Held",23,"PHX",2026-06-11
"Quionche Carter",3,"PHX",2026-06-11
"Valeriane Ayayi",0,"PHX",2026-06-11
"Kyara Linskens",0,"PHX",2026-06-11
"Jessica Shepard",32,"DAL",2026-06-11
"Maddy Siegrist",14,"DAL",2026-06-11
"Arike Ogunbowale",29,"DAL",2026-06-11
"Paige Bueckers",32,"DAL",2026-06-11
"Azzi Fudd",34,"DAL",2026-06-11
"Alysha Clark",5,"DAL",2026-06-11
"Alanna Smith",16,"DAL",2026-06-11
"Awak Kuier",15,"DAL",2026-06-11
"Li Yueru",2,"DAL",2026-06-11
"Aziaha James",17,"DAL",2026-06-11
"JJ QuinerlyJ. Quinerly#11",3,"DAL",2026-06-11
"Stephanie Talbot",24,"LV",2026-06-11
"NaLyssa Smith",25,"LV",2026-06-11
"A'ja WilsonA. Wilson#22",36,"LV",2026-06-11
"Chelsea Gray",37,"LV",2026-06-11
"Jackie Young",35,"LV",2026-06-11
"Cheyenne Parker",8,"LV",2026-06-11
"Brianna Turner",2,"LV",2026-06-11
"Jewell Loyd",25,"LV",2026-06-11
"Chennedy Carter",8,"LV",2026-06-11
"Kierstan Bell",0,"LV",2026-06-11
"Janiah Barker",0,"LV",2026-06-11
"Bridget Carleton",33,"POR",2026-06-11
"Emily Engstler",24,"POR",2026-06-11
"Megan Gustafson",28,"POR",2026-06-11
"Sarah Ashlee",30,"POR",2026-06-11
"Carla Leite",28,"POR",2026-06-11
"Frieda Buhner",10,"POR",2026-06-11
"Nyadiew Puoch",7,"POR",2026-06-11
"Luisa Geiselsoder",12,"POR",2026-06-11
"Serah Williams",5,"POR",2026-06-11
"Karlie Samuelson",12,"POR",2026-06-11
"Teja Oblak",12,"POR",2026-06-11
"Holly Winterburn",0,"POR",2026-06-11
"Isabelle Harrison",28,"TOR",2026-06-12
"Laura Juskaite",23,"TOR",2026-06-12
"Brittney Sykes",31,"TOR",2026-06-12
"Marina Mabrey",28,"TOR",2026-06-12
"Julie Allemand",26,"TOR",2026-06-12
"Maria Conde",22,"TOR",2026-06-12
"Teonni Key",15,"TOR",2026-06-12
"Temi Fagbenle",8,"TOR",2026-06-12
"Kia Nurse",3,"TOR",2026-06-12
"Tima Pouye",17,"TOR",2026-06-12
"Michaela Onyenwere",29,"WSH",2026-06-12
"Angela Dugalic",18,"WSH",2026-06-12
"Shakira Austin",32,"WSH",2026-06-12
"Sonia Citron",34,"WSH",2026-06-12
"Georgia Amoore",26,"WSH",2026-06-12
"Lauren Betts",21,"WSH",2026-06-12
"Cotie Mc",23,"WSH",2026-06-12
"Cassandre Prosper",3,"WSH",2026-06-12
"Alicia Florez",14,"WSH",2026-06-12
"Rori Harmon",0,"WSH",2026-06-12
"Lucy Olsen",0,"WSH",2026-06-12
"Kayla Thornton",24,"GS",2026-06-12
"Gabby Williams",32,"GS",2026-06-12
"Cecilia Zandalasini",13,"GS",2026-06-12
"Kiah Stokes",23,"GS",2026-06-12
"Veronica Burton",30,"GS",2026-06-12
"Janelle Salaun",33,"GS",2026-06-12
"Tiffany Hayes",24,"GS",2026-06-12
"Kaila Charles",11,"GS",2026-06-12
"Kaitlyn Chen",10,"GS",2026-06-12
"Laeticia Amihere",0,"GS",2026-06-12
"Nadia Fingall",0,"GS",2026-06-12
"Juste Jocyte",0,"GS",2026-06-12
"Jordan Horston",26,"SEA",2026-06-12
"Dominique Malonga",25,"SEA",2026-06-12
"Awa Fam",35,"SEA",2026-06-12
"Natisha Hiedeman",33,"SEA",2026-06-12
"Flau'jae JohnsonF. Johnson#4",29,"SEA",2026-06-12
"Katie Lou",12,"SEA",2026-06-12
"Mackenzie Holmes",4,"SEA",2026-06-12
"Stefanie Dolson",8,"SEA",2026-06-12
"Zia Cooke",4,"SEA",2026-06-12
"Jade Melbourne",27,"SEA",2026-06-12
"Taylor Thierry",0,"SEA",2026-06-12
"Monique Billings",27,"IND",2026-06-13
"Aliyah Boston",32,"IND",2026-06-13
"Kelsey Mitchell",37,"IND",2026-06-13
"Lexie Hull",22,"IND",2026-06-13
"Caitlin Clark",36,"IND",2026-06-13
"Myisha Hines",10,"IND",2026-06-13
"Makayla Timpson",11,"IND",2026-06-13
"Sophie Cunningham",18,"IND",2026-06-13
"Tyasha Harris",4,"IND",2026-06-13
"Raven Johnson",3,"IND",2026-06-13
"Grace Van",0,"IND",2026-06-13
"Damiris Dantas",0,"IND",2026-06-13
"Justine Pissott",0,"IND",2026-06-13
"Bree Hall",0,"IND",2026-06-13
"Aaliyah Edwards",14,"CON",2026-06-13
"Diamond Miller",17,"CON",2026-06-13
"Brittney Griner",22,"CON",2026-06-13
"Saniya Rivers",27,"CON",2026-06-13
"Leila Lacan",30,"CON",2026-06-13
"Aneesah Morrow",21,"CON",2026-06-13
"Raegan Beers",2,"CON",2026-06-13
"Nell Angloma",9,"CON",2026-06-13
"Olivia Nelson",21,"CON",2026-06-13
"Kennedy Burke",24,"CON",2026-06-13
"Charlisse Leger",14,"CON",2026-06-13
"Hailey Van",0,"CON",2026-06-13
"Gianna Kneepkens",0,"CON",2026-06-13
"Ashlon Jackson",0,"CON",2026-06-13
"Natasha Howard",32,"MIN",2026-06-13
"Nia Coffey",26,"MIN",2026-06-13
"Kayla Mc",34,"MIN",2026-06-13
"Courtney Williams",33,"MIN",2026-06-13
"Olivia Miles",34,"MIN",2026-06-13
"Liatu King",9,"MIN",2026-06-13
"Antonia Delaere",13,"MIN",2026-06-13
"Anastasiia Olairi",10,"MIN",2026-06-13
"Teaira Mc",2,"MIN",2026-06-13
"Maya Caldwell",6,"MIN",2026-06-13
"Stephanie Talbot",20,"LV",2026-06-13
"NaLyssa Smith",27,"LV",2026-06-13
"A'ja WilsonA. Wilson#22",32,"LV",2026-06-13
"Chelsea Gray",34,"LV",2026-06-13
"Jackie Young",37,"LV",2026-06-13
"Cheyenne Parker",12,"LV",2026-06-13
"Brianna Turner",2,"LV",2026-06-13
"Kierstan Bell",2,"LV",2026-06-13
"Jewell Loyd",26,"LV",2026-06-13
"Chennedy Carter",8,"LV",2026-06-13
"Janiah Barker",0,"LV",2026-06-13
"Jessica Shepard",35,"DAL",2026-06-13
"Maddy Siegrist",14,"DAL",2026-06-13
"Arike Ogunbowale",35,"DAL",2026-06-13
"Azzi Fudd",32,"DAL",2026-06-13
"Aziaha James",34,"DAL",2026-06-13
"Alysha Clark",16,"DAL",2026-06-13
"Alanna Smith",11,"DAL",2026-06-13
"Awak Kuier",24,"DAL",2026-06-13
"Li Yueru",0,"DAL",2026-06-13
"JJ QuinerlyJ. Quinerly#11",0,"DAL",2026-06-13
"Costanza Verona",0,"DAL",2026-06-13
"Bridget Carleton",31,"POR",2026-06-13
"Emily Engstler",24,"POR",2026-06-13
"Megan Gustafson",26,"POR",2026-06-13
"Sarah Ashlee",32,"POR",2026-06-13
"Carla Leite",27,"POR",2026-06-13
"Frieda Buhner",13,"POR",2026-06-13
"Luisa Geiselsoder",14,"POR",2026-06-13
"Serah Williams",6,"POR",2026-06-13
"Karlie Samuelson",14,"POR",2026-06-13
"Teja Oblak",13,"POR",2026-06-13
"Holly Winterburn",0,"POR",2026-06-13
"Nneka Ogwumike",36,"LA",2026-06-13
"Dearica Hamby",28,"LA",2026-06-13
"Erica Wheeler",29,"LA",2026-06-13
"Kelsey Plum",37,"LA",2026-06-13
"Ariel Atkins",31,"LA",2026-06-13
"Cameron Brink",22,"LA",2026-06-13
"Jihyun Park",4,"LA",2026-06-13
"Rae Burrell",27,"LA",2026-06-13
"Kate Martin",4,"LA",2026-06-13
"Chance Gray",8,"LA",2026-06-13
"Emma Cannon",0,"LA",2026-06-13
"Sania Feagin",0,"LA",2026-06-13
"Ta'Niya Latson",0,"LA",2026-06-13
"Alyssa Thomas",36,"PHX",2026-06-13
"Natasha Mack",31,"PHX",2026-06-13
"Noemie Brochant",20,"PHX",2026-06-13
"Kahleah Copper",34,"PHX",2026-06-13
"Monique Akoa",21,"PHX",2026-06-13
"DeWanna Bonner",12,"PHX",2026-06-13
"Jovana Nogic",13,"PHX",2026-06-13
"Lexi Held",26,"PHX",2026-06-13
"Quionche Carter",7,"PHX",2026-06-13
"Valeriane Ayayi",0,"PHX",2026-06-13
"Marta Suarez",0,"PHX",2026-06-13
"Kyara Linskens",0,"PHX",2026-06-13
"Sami Whitcomb",0,"PHX",2026-06-13
"Michaela Onyenwere",21,"WSH",2026-06-14
"Angela Dugalic",26,"WSH",2026-06-14
"Shakira Austin",30,"WSH",2026-06-14
"Sonia Citron",31,"WSH",2026-06-14
"Georgia Amoore",16,"WSH",2026-06-14
"Lauren Betts",24,"WSH",2026-06-14
"Rori Harmon",2,"WSH",2026-06-14
"Lucy Olsen",4,"WSH",2026-06-14
"Cotie Mc",21,"WSH",2026-06-14
"Cassandre Prosper",4,"WSH",2026-06-14
"Alicia Florez",22,"WSH",2026-06-14
"Kiki Iriafen",0,"WSH",2026-06-14
"Darianna Littlepage",0,"WSH",2026-06-14
"Breanna Stewart",30,"NY",2026-06-14
"Leonie Fiebich",24,"NY",2026-06-14
"Jonquel Jones",27,"NY",2026-06-14
"Marine Johannes",17,"NY",2026-06-14
"Pauline Astier",20,"NY",2026-06-14
"Satou Sabally",19,"NY",2026-06-14
"Raquel Carrera",2,"NY",2026-06-14
"Han Xu",13,"NY",2026-06-14
"Rebekah Gardner",11,"NY",2026-06-14
"Betnijah Laney",11,"NY",2026-06-14
"Sabrina Ionescu",26,"NY",2026-06-14
"Rebecca Allen",0,"NY",2026-06-14
"Naz Hillmon",32,"ATL",2026-06-14
"Angel Reese",27,"ATL",2026-06-14
"Allisha Gray",35,"ATL",2026-06-14
"Jordin Canada",28,"ATL",2026-06-14
"Rhyne Howard",38,"ATL",2026-06-14
"Sika Kone",2,"ATL",2026-06-14
"Madina Okot",6,"ATL",2026-06-14
"Te-Hina Paopao",12,"ATL",2026-06-14
"Aaliyah Nye",1,"ATL",2026-06-14
"Indya Nivar",1,"ATL",2026-06-14
"Isobel Borlase",18,"ATL",2026-06-14
"Isabelle Harrison",19,"TOR",2026-06-14
"Laura Juskaite",26,"TOR",2026-06-14
"Brittney Sykes",35,"TOR",2026-06-14
"Marina Mabrey",27,"TOR",2026-06-14
"Julie Allemand",34,"TOR",2026-06-14
"Maria Conde",25,"TOR",2026-06-14
"Teonni Key",6,"TOR",2026-06-14
"Temi Fagbenle",17,"TOR",2026-06-14
"Kia Nurse",8,"TOR",2026-06-14
"Tima Pouye",4,"TOR",2026-06-14
"Stephanie Talbot",20,"LV",2026-06-15
"NaLyssa Smith",23,"LV",2026-06-15
"A'ja WilsonA. Wilson#22",26,"LV",2026-06-15
"Chelsea Gray",29,"LV",2026-06-15
"Jackie Young",24,"LV",2026-06-15
"Cheyenne Parker",18,"LV",2026-06-15
"Brianna Turner",11,"LV",2026-06-15
"Kierstan Bell",18,"LV",2026-06-15
"Jewell Loyd",31,"LV",2026-06-15
"Janiah Barker",0,"LV",2026-06-15
"Jessica Shepard",31,"DAL",2026-06-15
"Awak Kuier",27,"DAL",2026-06-15
"Arike Ogunbowale",30,"DAL",2026-06-15
"Paige Bueckers",24,"DAL",2026-06-15
"Azzi Fudd",28,"DAL",2026-06-15
"Alysha Clark",5,"DAL",2026-06-15
"Alanna Smith",9,"DAL",2026-06-15
"Maddy Siegrist",9,"DAL",2026-06-15
"Li Yueru",4,"DAL",2026-06-15
"Sug Sutton",21,"DAL",2026-06-15
"Aziaha James",12,"DAL",2026-06-15
"Bridget Carleton",26,"POR",2026-06-15
"Emily Engstler",20,"POR",2026-06-15
"Megan Gustafson",17,"POR",2026-06-15
"Sarah Ashlee",25,"POR",2026-06-15
"Carla Leite",19,"POR",2026-06-15
"Frieda Buhner",20,"POR",2026-06-15
"Nyadiew Puoch",21,"POR",2026-06-15
"Luisa Geiselsoder",15,"POR",2026-06-15
"Serah Williams",13,"POR",2026-06-15
"Holly Winterburn",8,"POR",2026-06-15
"Teja Oblak",17,"POR",2026-06-15
"Natasha Howard",26,"MIN",2026-06-15
"Nia Coffey",21,"MIN",2026-06-15
"Kayla Mc",25,"MIN",2026-06-15
"Courtney Williams",24,"MIN",2026-06-15
"Olivia Miles",23,"MIN",2026-06-15
"Antonia Delaere",29,"MIN",2026-06-15
"Anastasiia Olairi",19,"MIN",2026-06-15
"Teaira Mc",8,"MIN",2026-06-15
"Maya Caldwell",15,"MIN",2026-06-15
"Eliska Hamzova",10,"MIN",2026-06-15
"Nneka Ogwumike",29,"LA",2026-06-15
"Dearica Hamby",27,"LA",2026-06-15
"Erica Wheeler",28,"LA",2026-06-15
"Kelsey Plum",29,"LA",2026-06-15
"Ariel Atkins",21,"LA",2026-06-15
"Cameron Brink",15,"LA",2026-06-15
"Sania Feagin",1,"LA",2026-06-15
"Jihyun Park",4,"LA",2026-06-15
"Rae Burrell",22,"LA",2026-06-15
"Kate Martin",11,"LA",2026-06-15
"Ta'Niya Latson",4,"LA",2026-06-15
"Chance Gray",8,"LA",2026-06-15
"Emma Cannon",0,"LA",2026-06-15
"Kayla Thornton",23,"GS",2026-06-15
"Gabby Williams",28,"GS",2026-06-15
"Cecilia Zandalasini",18,"GS",2026-06-15
"Kiah Stokes",30,"GS",2026-06-15
"Veronica Burton",30,"GS",2026-06-15
"Laeticia Amihere",2,"GS",2026-06-15
"Janelle Salaun",25,"GS",2026-06-15
"Tiffany Hayes",10,"GS",2026-06-15
"Kaila Charles",22,"GS",2026-06-15
"Kaitlyn Chen",10,"GS",2026-06-15
"Juste Jocyte",2,"GS",2026-06-15
"Nadia Fingall",0,"GS",2026-06-15
"Isabelle Harrison",26,"TOR",2026-06-16
"Laura Juskaite",25,"TOR",2026-06-16
"Brittney Sykes",19,"TOR",2026-06-16
"Marina Mabrey",31,"TOR",2026-06-16
"Julie Allemand",11,"TOR",2026-06-16
"Maria Conde",31,"TOR",2026-06-16
"Teonni Key",11,"TOR",2026-06-16
"Temi Fagbenle",18,"TOR",2026-06-16
"Kia Nurse",15,"TOR",2026-06-16
"Tima Pouye",13,"TOR",2026-06-16
"Monique Billings",20,"IND",2026-06-16
"Aliyah Boston",26,"IND",2026-06-16
"Kelsey Mitchell",32,"IND",2026-06-16
"Lexie Hull",20,"IND",2026-06-16
"Caitlin Clark",32,"IND",2026-06-16
"Myisha Hines",7,"IND",2026-06-16
"Makayla Timpson",23,"IND",2026-06-16
"Grace Van",1,"IND",2026-06-16
"Damiris Dantas",2,"IND",2026-06-16
"Sophie Cunningham",24,"IND",2026-06-16
"Raven Johnson",14,"IND",2026-06-16
"Tyasha Harris",0,"IND",2026-06-16
"Michaela Onyenwere",32,"WSH",2026-06-17
"Angela Dugalic",27,"WSH",2026-06-17
"Lauren Betts",32,"WSH",2026-06-17
"Sonia Citron",38,"WSH",2026-06-17
"Georgia Amoore",19,"WSH",2026-06-17
"Lucy Olsen",20,"WSH",2026-06-17
"Cotie Mc",21,"WSH",2026-06-17
"Cassandre Prosper",10,"WSH",2026-06-17
"Rori Harmon",0,"WSH",2026-06-17
"Darianna Littlepage",0,"WSH",2026-06-17
"Alicia Florez",0,"WSH",2026-06-17
"Aaliyah Edwards",18,"CON",2026-06-17
"Diamond Miller",12,"CON",2026-06-17
"Brittney Griner",23,"CON",2026-06-17
"Saniya Rivers",21,"CON",2026-06-17
"Leila Lacan",28,"CON",2026-06-17
"Aneesah Morrow",21,"CON",2026-06-17
"Raegan Beers",7,"CON",2026-06-17
"Nell Angloma",14,"CON",2026-06-17
"Olivia Nelson",10,"CON",2026-06-17
"Kennedy Burke",22,"CON",2026-06-17
"Charlisse Leger",19,"CON",2026-06-17
"Gianna Kneepkens",5,"CON",2026-06-17
"Hailey Van",0,"CON",2026-06-17
"Ashlon Jackson",0,"CON",2026-06-17
"Breanna Stewart",35,"NY",2026-06-17
"Leonie Fiebich",24,"NY",2026-06-17
"Jonquel Jones",28,"NY",2026-06-17
"Marine Johannes",17,"NY",2026-06-17
"Sabrina Ionescu",28,"NY",2026-06-17
"Satou Sabally",19,"NY",2026-06-17
"Han Xu",11,"NY",2026-06-17
"Rebekah Gardner",15,"NY",2026-06-17
"Pauline Astier",23,"NY",2026-06-17
"Raquel Carrera",0,"NY",2026-06-17
"Rebecca Allen",0,"NY",2026-06-17
"Azura Stevens",20,"CHI",2026-06-17
"Kamilla Cardoso",24,"CHI",2026-06-17
"Skylar Diggins",31,"CHI",2026-06-17
"Sydney Taylor",28,"CHI",2026-06-17
"Gabriela Jaquez",29,"CHI",2026-06-17
"Elizabeth Williams",16,"CHI",2026-06-17
"Natasha Cloud",28,"CHI",2026-06-17
"Rachel Banham",4,"CHI",2026-06-17
"Jacy Sheldon",10,"CHI",2026-06-17
"Aicha Coulibaly",11,"CHI",2026-06-17
"Saylor Poffenbarger",0,"CHI",2026-06-17
"Jessica Shepard",33,"DAL",2026-06-17
"Awak Kuier",24,"DAL",2026-06-17
"Arike Ogunbowale",28,"DAL",2026-06-17
"Paige Bueckers",36,"DAL",2026-06-17
"Azzi Fudd",37,"DAL",2026-06-17
"Alanna Smith",16,"DAL",2026-06-17
"Maddy Siegrist",7,"DAL",2026-06-17
"Sug Sutton",13,"DAL",2026-06-17
"Aziaha James",6,"DAL",2026-06-17
"Alysha Clark",0,"DAL",2026-06-17
"Li Yueru",0,"DAL",2026-06-17
"Kayla Thornton",29,"GS",2026-06-17
"Gabby Williams",29,"GS",2026-06-17
"Cecilia Zandalasini",9,"GS",2026-06-17
"Kiah Stokes",21,"GS",2026-06-17
"Veronica Burton",33,"GS",2026-06-17
"Laeticia Amihere",3,"GS",2026-06-17
"Janelle Salaun",20,"GS",2026-06-17
"Tiffany Hayes",10,"GS",2026-06-17
"Kaila Charles",22,"GS",2026-06-17
"Kaitlyn Chen",25,"GS",2026-06-17
"Nadia Fingall",0,"GS",2026-06-17
"Juste Jocyte",0,"GS",2026-06-17
"Natasha Howard",29,"MIN",2026-06-17
"Nia Coffey",29,"MIN",2026-06-17
"Kayla Mc",25,"MIN",2026-06-17
"Courtney Williams",26,"MIN",2026-06-17
"Olivia Miles",26,"MIN",2026-06-17
"Antonia Delaere",15,"MIN",2026-06-17
